SMILES,CANON_SMILES,MolecularFormula,MolecularWeight,Exp_logp
[2H]C([3H])OCCOCCO,[2H]C([3H])OCCOCCO,C5H12O3,123.1621511,-0.9
C=CC(S)Cl,C=CC(S)Cl,C3H5ClS,108.593,1.9
C1CP[P-]C1,C1C[P-]PC1,C3H7P2-,105.037,-0.1
[3H]N(C)I,[3H]N(C)I,CH4IN,158.9620493,0.1
C[C@H]([C@H](C)I)Cl,C[C@H](I)[C@@H](C)Cl,C4H8ClI,218.465,2.8
[CH2+]OCCOCCO,[CH2+]OCCOCCO,C5H11O3+,119.14,-0.9
CCOP(C)F,CCOP(C)F,C3H8FOP,110.068,0.9
CC(C)(C)[P-]C,C[P-]C(C)(C)C,C5H12P-,103.125,0.9
CCCNNNN,CCCNNNN,C3H12N4,104.157,-0.5
[CH2]CCBr,[CH2]CCBr,C3H6Br,121.985,2.1
C(O)(O)Cl,OC(O)Cl,CH3ClO2,82.486,-0.3
[2H]C(OC)Br,[2H]C(Br)OC,C2H5BrO,125.9711018,0.9
[2H]C1=NC=CC=N1,[2H]c1ncccn1,C4H4N2,81.09610178,-0.4
CCCOCCO,CCCOCCO,C5H12O2,104.149,0.5
C[C]1CC[CH+]C1,C[C]1C[CH+]CC1,C6H10+,82.146,3.4
CC(S)SI,CC(S)SI,C2H5IS2,220.1,2.5
C[C@@H](COC)Br,COC[C@H](C)Br,C4H9BrO,153.019,1.3
C=CC(F)I,C=CC(F)I,C3H4FI,185.967,2
C=CCOI,C=CCOI,C3H5IO,183.976,1.6
C(=[PH2+])C=[PH2+],[PH2+]=CC=[PH2+],C2H6P2+2,92.018,-1.9
CCCCC[NH2+][O-],CCCCC[NH2+][O-],C5H13NO,103.165,1
CCC[C@H](CO)Cl,CCC[C@@H](Cl)CO,C5H11ClO,122.595,1.5
C[C@H](F)Br,C[C@H](F)Br,C2H4BrF,126.956,1.9
CCCN(C)N,CCCN(C)N,C4H12N2,88.154,0.4
CCPSC,CCPSC,C3H9PS,108.146,0.7
C[N+](C)(C)[14CH2]I,C[N+](C)(C)[14CH2]I,C4H11IN+,202.035242,1
C([O])(Br)Br,[O]C(Br)Br,CHBr2O,188.826,1.3
CC(F)SC,CSC(C)F,C3H7FS,94.154,1.8
CCNC(C)P,CCNC(C)P,C4H12NP,105.121,0.3
CCS[CH]C,C[CH]SCC,C4H9S,89.183,1.9
C(C(N)Br)N,NCC(N)Br,C2H7BrN2,138.996,-0.7
CCCCNOCC,CCCCNOCC,C6H15NO,117.192,1.5
CCC(N)NN,CCC(N)NN,C3H11N3,89.142,-0.8
C(C(F)F)ON,NOCC(F)F,C2H5F2NO,97.064,0.2
C[CH]COSC,C[CH]COSC,C4H9OS,105.182,1.4
CSCCC[S-],CSCCC[S-],C4H9S2-,121.25,1.5
C(F)(S)(Cl)Cl,FC(S)(Cl)Cl,CHCl2FS,134.99,2.2
C(O)PP,OCPP,CH6OP2,96.006,-0.8
CCC(C)C[NH+][CH2-],[CH2-][NH+]CC(C)CC,C6H14N,100.185,1.5
C(CBr)[C@@H](CBr)Br,BrCC[C@H](Br)CBr,C4H7Br3,294.812,2.9
C[I+]C[IH+],C[I+]C[IH+],C2H6I2+2,283.878,2.9
CN[I-]I,CN[I-]I,CH4I2N-,283.858,1
C(CCOP)CO,OCCCCOP,C4H11O2P,122.104,0
[CH2]CC(CCl)Cl,[CH2]CC(Cl)CCl,C4H7Cl2,126.006,2.4
CCCI(C)O,CCCI(C)O,C4H11IO,202.035,2.2
C(COCCl)CCl,ClCCCOCCl,C4H8Cl2O,143.013,1.7
CCN(C)CC,CCN(C)CC,C5H13N,87.166,1
CCC(N)SCC,CCSC(N)CC,C5H13NS,119.233,1.4
C[C@H](COI)O,C[C@@H](O)COI,C3H7IO2,201.991,0.7
CCCCS[S-],CCCCS[S-],C4H9S2-,121.25,2.2
CCC(C[18F])O,CCC(O)C[18F],C4H9FO,91.115938,0.8
C(OPO)Cl,OPOCCl,CH4ClO2P,114.468,0.2
C(F)SO,OSCF,CH3FOS,82.099,0.4
C(CCOO)CO,OCCCCOO,C4H10O3,106.121,-0.4
C(CCCBr)CCF,FCCCCCCBr,C6H12BrF,183.064,2.8
CC(OC)S,COC(C)S,C3H8OS,92.163,0.9
C(CPCl)O,OCCPCl,C2H6ClOP,112.496,0
C[C@@H](CO)OS,C[C@@H](CO)OS,C3H8O2S,108.162,0.3
CCC(C)NN,CCC(C)NN,C4H12N2,88.154,0.4
COOCCCBr,COOCCCBr,C4H9BrO2,169.018,1.2
[3H]C(CC)CC([3H])CC,[3H]C(CC)CC([3H])CC,C7H16,104.2210986,4.4
CC(C([CH2])Br)Br,[CH2]C(Br)C(C)Br,C4H7Br2,214.908,2.6
CN[I-]C,CN[I-]C,C2H7IN-,171.989,0.6
C(C(F)F)Cl,FC(F)CCl,C2H3ClF2,100.495,1.7
CCCCNNI,CCCCNNI,C4H11IN2,214.05,1.2
CP(P)Br,CP(P)Br,CH5BrP2,158.903,0.8
C([C@H](C[SH2+])O)O,OC[C@@H](O)C[SH2+],C3H9O2S+,109.17,-0.8
CC(Cl)Cl,CC(Cl)Cl,C2H4Cl2,98.96,1.9
CCC(CS)CS,CCC(CS)CS,C5H12S2,136.285,2
CC(C)[PH+](C)C,CC(C)[PH+](C)C,C5H14P+,105.141,0.7
CC[C@@H](C)CCCl,CC[C@@H](C)CCCl,C6H13Cl,120.623,3
C1C[C-]C[C+]C1,[C+]1C[C-]CCC1,C6H8,80.13,3.4
COP[I-]O,COP[I-]O,CH5IO2P-,206.927,0.3
[2H][13CH](C([2H])(C([2H])([2H])O)O)O,[2H][13CH](O)C([2H])(O)C([2H])([2H])O,C3H8O3,97.11076195,-1.8
C1CCO[N]C1,C1CCO[N]C1,C4H8NO,86.114,0.3
C[C@@H](CSC)O,CSC[C@H](C)O,C4H10OS,106.19,0.6
C(CN)CI,NCCCI,C3H8IN,185.008,0.7
CC/C=C\CBr,CC/C=C\CBr,C5H9Br,149.031,2.3
C(C(N)NF)O,NC(CO)NF,C2H7FN2O,94.089,-1.6
CCCNNI,CCCNNI,C3H9IN2,200.023,0.8
CC(C)(C)O[O-],CC(C)(C)O[O-],C4H9O2-,89.114,0.5
CC(CO)ON,CC(CO)ON,C3H9NO2,91.11,-0.9
CCCCCCNBr,CCCCCCNBr,C6H14BrN,180.089,2.6
CCCCP(C)C,CCCCP(C)C,C6H15P,118.16,1.2
C=COI,C=COI,C2H3IO,169.949,1.7
C1NCS[N]1,C1[N]SCN1,C2H5N2S,89.143,-0.2
[13CH2]1[13CH2][15NH][13CH2][13CH2][15NH]1,[13CH2]1[13CH2][15NH][13CH2][13CH2][15NH]1,C4H10N2,92.09363716,-1.5
C=COBr,C=COBr,C2H3BrO,122.949,1.8
CSCOC[CH2],[CH2]COCSC,C4H9OS,105.182,1.2
C[CH+]C=CCN,C[CH+]C=CCN,C5H10N+,84.142,0.6
CCCOCN,CCCOCN,C4H11NO,89.138,0.1
CCCC(CO)Br,CCCC(Br)CO,C5H11BrO,167.046,1.6
[2H]C([2H])([2H])C([2H])(C)CI,[2H]C([2H])([2H])C([2H])(C)CI,C4H9I,188.0444071,2.8
CCC[C+](CC)CC,CCC[C+](CC)CC,C8H17+,113.224,4.3
C(=S)(NN)[S-],NNC(=S)[S-],CH3N2S2-,107.183,0
CCOCCCCN,CCOCCCCN,C6H15NO,117.192,0.6
[2H]C([2H])(C(C([2H])([2H])O)N)O,[2H]C([2H])(O)C(N)C([2H])([2H])O,C3H9NO2,95.13440711,-2
C1C[CH]SC1,[CH]1CCCS1,C4H7S,87.167,1.4
[CH]Br,[CH]Br,CHBr,92.923,1
C[I-]SCO,C[I-]SCO,C2H6IOS-,205.04,1.6
CN(CN)CP,CN(CN)CP,C3H11N2P,106.109,-0.8
CC(C(O)I)I,CC(I)C(O)I,C3H6I2O,311.888,1.9
CCCOC=N,CCCOC=N,C4H9NO,87.122,1.1
C(O)SSCO,OCSSCO,C2H6O2S2,126.202,-0.3
CCP(CC)N,CCP(N)CC,C4H12NP,105.121,-0.1
C[C@@H](CO)NC,CN[C@@H](C)CO,C4H11NO,89.138,-0.5
CCC[CH]CCCN,CCC[CH]CCCN,C7H16N,114.212,2.6
C1CSPO1,C1CSPO1,C2H5OPS,108.102,0.2
C[CH]C(Cl)Br,C[CH]C(Cl)Br,C3H5BrCl,156.43,2.6
C=CPP,C=CPP,C2H6P2,92.018,0.3
CN(CCO)O,CN(O)CCO,C3H9NO2,91.11,-0.9
CCNN[C@@H](C)N,CCNN[C@@H](C)N,C4H13N3,103.169,-0.5
[2H]C([2H])(CCBr)Cl,[2H]C([2H])(Cl)CCBr,C3H6BrCl,159.4502036,1.9
[2H]C(Cl)(Cl)Br,[2H]C(Cl)(Cl)Br,CHBrCl2,164.8351018,2.4
CPCCP(C)C,CPCCP(C)C,C5H14P2,136.115,-0.4
CC[C@H](C)NCC,CCN[C@@H](C)CC,C6H15N,101.193,1.4
C1COCC[OH+]1,C1C[OH+]CCO1,C4H9O2+,89.114,-0.3
CNNCCC[CH2],[CH2]CCCNNC,C5H13N2,101.173,0.8
COC(CO)F,COC(F)CO,C3H7FO2,94.085,-0.1
[2H]C(C(CO)O)O,[2H]C(O)C(O)CO,C3H8O3,93.10010178,-1.8
C1CSNN1,C1CSNN1,C2H6N2S,90.151,-0.2
COC(CI)CI,COC(CI)CI,C4H8I2O,325.915,2.4
C(F)(F)(F)[IH+],FC(F)(F)[IH+],CHF3I+,196.917,2.1
[2H]C([2H])([2H])C(Cl)(Cl)Cl,[2H]C([2H])([2H])C(Cl)(Cl)Cl,C2H3Cl3,136.4233053,2.4
C(Cl)Cl,ClCCl,CH2Cl2,84.933,1.5
C1C[CH]NSC1,[CH]1CCCSN1,C4H8NS,102.182,0.7
CCNCC=C,C=CCNCC,C5H11N,85.15,0.8
[CH2]CCOC=C,[CH2]CCOC=C,C5H9O,85.126,1.7
[3H]P(=O)(C)C,[3H]P(C)(C)=O,C2H7OP,80.05904928,-0.6
[3H][13C]1=[15N][13C](=[15N][13C](=[15N]1)[3H])[3H],[3H][13c]1[15n][13c]([3H])[15n][13c]([3H])[15n]1,C3H3N3,93.05853905,0
CCN(C)CNN,CCN(C)CNN,C4H13N3,103.169,-0.4
[CH2]NCCCl,[CH2]NCCCl,C3H7ClN,92.549,0.4
C(=S)P(O)O,OP(O)C=S,CH3O2PS,110.074,-0.7
CCOOC=O,CCOOC=O,C3H6O3,90.078,0.5
CSCCC=C,C=CCCSC,C5H10S,102.202,2
C1C[OH+]CC[OH+]1,C1C[OH+]CC[OH+]1,C4H10O2+2,90.122,-0.3
CC=IO,CC=IO,C2H5IO,171.965,0.5
C(/C=C\I)N,NC/C=C\I,C3H6IN,182.992,0.4
CC(S)(I)I,CC(S)(I)I,C2H4I2S,313.929,2.3
[CH2]CBr,[CH2]CBr,C2H4Br,107.958,1.4
CC([CH2-])[C-](C)C,[CH2-]C(C)[C-](C)C,C6H12-2,84.162,3.4
CCCC([O-])Cl,CCCC([O-])Cl,C4H8ClO-,107.56,2.7
C[C@@H](CCOC)Br,COCC[C@H](C)Br,C5H11BrO,167.046,1.6
C1CCSC1,C1CCSC1,C4H8S,88.175,1.4
CCC(CF)CCl,CCC(CF)CCl,C5H10ClF,124.586,2.3
C[C@H](CS)O,C[C@@H](O)CS,C3H8OS,92.163,0.3
C(C(CI)P)P,PCC(P)CI,C3H9IP2,233.957,0.8
C[C@H](CNC)NC,CNC[C@@H](C)NC,C5H14N2,102.181,-0.2
C(CO)CI,OCCCI,C3H7IO,185.992,1
[CH2]SCCN,[CH2]SCCN,C3H8NS,90.171,-0.1
C(=O)NNI,O=CNNI,CH3IN2O,185.952,-0.3
CCC(C)NC,CCC(C)NC,C5H13N,87.166,1.1
CC(CCS)N,CC(N)CCS,C4H11NS,105.206,0.4
[CH]CC=CCO,[CH]CC=CCO,C5H8O,84.118,0.9
CC(CSC)OC,COC(C)CSC,C5H12OS,120.217,1.2
COP(O)SC,COP(O)SC,C2H7O2PS,126.117,-0.1
CC[14CH2][14CH2]SCCCl,CC[14CH2][14CH2]SCCCl,C6H13ClS,156.674484,2.7
C(OCl)(F)F,FC(F)OCl,CHClF2O,102.467,1.8
CN(CN)CN,CN(CN)CN,C3H11N3,89.142,-1.4
C[C@@H](F)Cl,C[C@@H](F)Cl,C2H4ClF,82.505,1.7
CC(C)([O])Cl,CC(C)([O])Cl,C3H6ClO,93.533,0.8
CCCNCP,CCCNCP,C4H12NP,105.121,0.5
CN(C)N(C)O,CN(C)N(C)O,C3H10N2O,90.126,0
C#CS[S],C#CS[S],C2HS2,89.164,1.3
CCCOCCCBr,CCCOCCCBr,C6H13BrO,181.073,2.1
CCCPCCO,CCCPCCO,C5H13OP,120.132,0.1
[CH]CCCCCCO,[CH]CCCCCCO,C7H14O,114.188,2.7
C[N-]CCCSC,C[N-]CCCSC,C5H12NS-,118.225,0.8
CSCCNN,CSCCNN,C3H10N2S,106.194,-0.3
CC=CCCO,CC=CCCO,C5H10O,86.134,0.9
C[CH-]CC(C)C,C[CH-]CC(C)C,C6H13-,85.17,3.2
CP(C)PI,CP(C)PI,C2H7IP2,219.93,0.7
CN(CCN)I,CN(I)CCN,C3H9IN2,200.023,-0.3
CCCSCCBr,CCCSCCBr,C5H11BrS,183.114,2.5
CC/C=C\CN,CC/C=C\CN,C5H11N,85.15,0.6
CC(C(Cl)Br)Br,CC(Br)C(Cl)Br,C3H5Br2Cl,236.334,2.9
CC(COC)N,COCC(C)N,C4H11NO,89.138,-0.4
CCCCCNCP,CCCCCNCP,C6H16NP,133.175,1.4
C(CF)C(F)Cl,FCCC(F)Cl,C3H5ClF2,114.522,2
CCOCCCN,CCOCCCN,C5H13NO,103.165,-0.1
C[P+](C)(F)P,C[P+](C)(F)P,C2H8FP2+,113.032,0.4
C(CSI)NCI,ICNCCSI,C3H7I2NS,342.971,2
C1CCNCC1,C1CCNCC1,C5H11N,85.15,0.8
[14CH]1=[14CH][14CH]=[14CH][14CH]=[14CH]1,[14cH]1[14cH][14cH][14cH][14cH][14cH]1,C6H6,90.06745194,2.1
C(/C=N/O)I,O/N=C/CI,C2H4INO,184.964,0.7
CCCC(Cl)Br,CCCC(Cl)Br,C4H8BrCl,171.465,3
CONCP,CONCP,C2H8NOP,93.066,-0.4
CSOCCCF,CSOCCCF,C4H9FOS,124.18,1.2
C(CCl)OCBr,ClCCOCBr,C3H6BrClO,173.437,1.5
CC(C)P(C)F,CC(C)P(C)F,C4H10FP,108.096,1.3
CCCCPPCC,CCCCPPCC,C6H16P2,150.142,1.4
CCCNSI,CCCNSI,C3H8INS,217.075,2
[2H]C1CCCC(C1[2H])[2H],[2H]C1CCCC([2H])C1[2H],C6H12,87.18030533,3.4
C[NH2+]CCOC,C[NH2+]CCOC,C4H12NO+,90.146,-0.4
C[C@@H](C[C@H](C)S)S,C[C@H](S)C[C@H](C)S,C5H12S2,136.285,2
CNSNCNI,CNSNCNI,C2H8IN3S,233.078,0
C[CH]CCCCOO,C[CH]CCCCOO,C6H13O2,117.168,1.9
CC(CN)ON,CC(CN)ON,C3H10N2O,90.126,-1.2
C[C@H](CCCO)N,C[C@@H](N)CCCO,C5H13NO,103.165,-0.3
C[C@@H](NP)S,C[C@H](S)NP,C2H8NPS,109.134,0.5
CCSCC(C)Br,CCSCC(C)Br,C5H11BrS,183.114,2.4
CN1C=CC=C1,Cn1cccc1,C5H7N,81.118,1.2
C(N)NCNI,NCNCNI,C2H8IN3,201.011,-1
CCCCSSS,CCCCSSS,C4H10S3,154.325,2.6
C(CNCCN)[NH3+],NCCNCC[NH3+],C4H14N3+,104.177,-2.1
C1=C=C=C[P+]#C1,C1=C=C[P+]#CC=1,C5H2P+,93.045,-1.1
COCNCO,COCNCO,C3H9NO2,91.11,-0.8
CCCCC=S,CCCCC=S,C5H10S,102.202,1.7
CCNC(C)NC,CCNC(C)NC,C5H14N2,102.181,0.3
C1C(CS1)O,OC1CSC1,C3H6OS,90.147,0
[2H]C(CCCC)Br,[2H]C(Br)CCCC,C5H11Br,152.0531018,3.4
CC[C@@H](O)I,CC[C@@H](O)I,C3H7IO,185.992,1.2
C=CCSOS,C=CCSOS,C3H6OS2,122.214,1.6
CC(C)OOOO,CC(C)OOOO,C3H8O4,108.093,0.5
C(CBr)C(Cl)Br,ClC(Br)CCBr,C3H5Br2Cl,236.334,2.9
C([C-](F)F)(F)F,F[C-](F)C(F)F,C2HF4-,101.022,1.9
C(C(Br)Br)Cl,ClCC(Br)Br,C2H3Br2Cl,222.307,2.5
CS(C)(Br)Br,CS(C)(Br)Br,C2H6Br2S,221.945,2.8
C(C(CBr)OO)Br,OOC(CBr)CBr,C3H6Br2O2,233.887,1.2
CONCCO,CONCCO,C3H9NO2,91.11,-0.8
C(CCl)NCCBr,ClCCNCCBr,C4H9BrClN,186.48,1.1
CCNC(N)N,CCNC(N)N,C3H11N3,89.142,-1.5
CCC([CH2])CC,[CH2]C(CC)CC,C6H13,85.17,3.2
CSCCSSC,CSCCSSC,C4H10S3,154.325,1.6
COCSCOC,COCSCOC,C4H10O2S,122.189,0.8
C(CC(F)F)CO,OCCCC(F)F,C4H8F2O,110.103,1.1
[2H][13CH]([13CH](C([2H])([2H])O)O)O,[2H][13CH](O)[13CH](O)C([2H])([2H])O,C3H8O3,97.09701501,-1.8
C(CC(S)S)CS,SCCCC(S)S,C4H10S3,154.325,2
COCCCCN,COCCCCN,C5H13NO,103.165,-0.1
C(NC=S)F,FCNC=S,C2H4FNS,93.126,0.6
CC(CCCl)CN,CC(CN)CCCl,C5H12ClN,121.611,1
CCOON=O,CCOON=O,C2H5NO3,91.066,0.5
CC(C)NOCl,CC(C)NOCl,C3H8ClNO,109.556,1.4
C1C[N]CC[N]1,C1C[N]CC[N]1,C4H8N2,84.122,-1.5
CCCNOCCC,CCCNOCCC,C6H15NO,117.192,1.6
C(S)(Cl)(Cl)Br,SC(Cl)(Cl)Br,CHBrCl2S,195.896,2.6
C(C(Br)Br)I,BrC(Br)CI,C2H3Br2I,313.758,3
CCSC(CS)S,CCSC(S)CS,C4H10S3,154.325,2
C=NNSP,C=NNSP,CH5N2PS,108.106,2.1
C(O)P(CO)O,OCP(O)CO,C2H7O3P,110.049,-1.7
CC(C)C[NH2+]N,CC(C)C[NH2+]N,C4H13N2+,89.162,0.4
[2H]C#CI,[2H]C#CI,C2HI,152.9401018,1.2
CC(C)CNP,CC(C)CNP,C4H12NP,105.121,1
C(CC[NH3+])CCO,[NH3+]CCCCCO,C5H14NO+,104.173,-0.3
COCNCCO,COCNCCO,C4H11NO2,105.137,-0.9
CCC(CBr)S,CCC(S)CBr,C4H9BrS,169.087,2.2
C(C(O)Cl)Br,OC(Cl)CBr,C2H4BrClO,159.41,1.1
C(CN)CNCl,NCCCNCl,C3H9ClN2,108.572,-0.5
C1C[S+]1OO,OO[S+]1CC1,C2H5O2S+,93.127,0.2
CN=COS,CN=COS,C2H5NOS,91.135,0.8
CCC[C@@H](CN)O,CCC[C@H](O)CN,C5H13NO,103.165,-0.1
CCP(C)S,CCP(C)S,C3H9PS,108.146,0.8
C[CH]CC[CH]C,C[CH]CC[CH]C,C6H12,84.162,3.9
C1CCOOC1,C1CCOOC1,C4H8O2,88.106,0.6
C(CN=O)CO,O=NCCCO,C3H7NO2,89.094,-0.8
CNC(Cl)(Cl)Cl,CNC(Cl)(Cl)Cl,C2H4Cl3N,148.42,1.7
CCSC(C)SCC,CCSC(C)SCC,C6H14S2,150.312,2.8
CSCSCCN,CSCSCCN,C4H11NS2,137.273,0.7
C[C](Cl)Cl,C[C](Cl)Cl,C2H3Cl2,97.952,1.9
CCCNOC,CCCNOC,C4H11NO,89.138,0.7
[2H][13C]([2H])([2H])C(=O)Cl,[2H][13C]([2H])([2H])C(=O)Cl,C2H3ClO,82.50866017,0.8
CCC(C)O[O],CCC(C)O[O],C4H9O2,89.114,0.9
CCCC(C)[CH2-],[CH2-]C(C)CCC,C6H13-,85.17,3.2
C1=NSN=N1,c1nnsn1,CHN3S,87.107,0.2
CCC(=S)[S-],CCC(=S)[S-],C3H5S2-,105.207,1.4
CC=P[S-],CC=P[S-],C2H4PS-,91.095,-0.5
[CH-](Br)Br,Br[CH-]Br,CHBr2-,172.827,1.8
CC(C)CCl,CC(C)CCl,C4H9Cl,92.569,2.1
C(CBr)C(N)N,NC(N)CCBr,C3H9BrN2,153.023,-0.4
[2H]C([2H])([2H])C(Cl)Cl,[2H]C([2H])([2H])C(Cl)Cl,C2H4Cl2,101.9783053,1.9
[3H]CCCCCCCCCC,[3H]CCCCCCCCCC,C10H22,144.2940493,5
C[S+]1CCCC1,C[S+]1CCCC1,C5H11S+,103.21,1.4
CC(C)(C)N[CH],[CH]NC(C)(C)C,C5H11N,85.15,0.8
C(N)NCNSN,NCNCNSN,C2H10N4S,122.197,-1.7
CCP(CC)SS,CCP(CC)SS,C4H11PS2,154.24,1.6
CN(CI)Cl,CN(Cl)CI,C2H5ClIN,205.426,1.3
CC/C=C/P,CC/C=C/P,C4H9P,88.09,1.1
[CH]OCCCCO,[CH]OCCCCO,C5H10O2,102.133,0.1
C1[C@H]([C@H]1Cl)Cl,Cl[C@@H]1C[C@@H]1Cl,C3H4Cl2,110.971,1.7
[CH-](C(F)(F)F)F,F[CH-]C(F)(F)F,C2HF4-,101.022,1.7
CCC[C@H](C)CI,CCC[C@H](C)CI,C6H13I,212.074,3.9
C1CCPCC1,C1CCPCC1,C5H11P,102.117,0.8
[13CH2]([13CH2]Cl)[13CH2]Br,Cl[13CH2][13CH2][13CH2]Br,C3H6BrCl,160.4150645,1.9
CC(C)SOCO,CC(C)SOCO,C4H10O2S,122.189,0.7
COC(OC)ON,COC(OC)ON,C3H9NO3,107.109,-0.7
CSCC=C,C=CCSC,C4H8S,88.175,1.5
CCOCC([CH2])O,[CH2]C(O)COCC,C5H11O2,103.141,0.2
C1C(CS1)[NH3+],[NH3+]C1CSC1,C3H8NS+,90.171,-0.2
[3H]CCCCCCC,[3H]CCCCCCC,C7H16,102.2130493,4.4
CC(C)C(C)[O-],CC(C)C(C)[O-],C5H11O-,87.142,2.4
CNOOOS,CNOOOS,CH5NO3S,111.122,0.4
C(/C=C/CP)P,PC/C=C/CP,C4H10P2,120.072,-0.1
C(C(Cl)Cl)SS,SSCC(Cl)Cl,C2H4Cl2S2,163.094,2.3
[2H]CNP=S,[2H]CNP=S,CH4NPS,94.09710178,1.4
CO[13CH](CN)OC,CO[13CH](CN)OC,C4H11NO2,106.1293548,-0.8
CCCCO[O],CCCCO[O],C4H9O2,89.114,0.8
C1CCS[13CH2]C1,C1CCS[13CH2]C1,C5H10S,103.1943548,1.7
CC[C@@H](C)C[NH3+],CC[C@@H](C)C[NH3+],C5H14N+,88.174,1
CCC[I+]CCC,CCC[I+]CCC,C6H14I+,213.082,4.3
[2H]C([2H])C([2H])([2H])C([2H])([2H])N(C)C,[2H]C([2H])C([2H])([2H])C([2H])([2H])N(C)C,C5H13N,93.20261067,1.2
CC[CH-]CCOC,CC[CH-]CCOC,C6H13O-,101.169,1.9
C=C(C[CH2+])[S-],C=C([S-])C[CH2+],C4H6S,86.159,1.8
CCN(C)SN,CCN(C)SN,C3H10N2S,106.194,0.3
C/C=C\CCO,C/C=C\CCO,C5H10O,86.134,0.9
[3H][N+](C)(C)CCO,[3H][N+](C)(C)CCO,C4H12NO+,92.15404928,-0.4
[2H]C1(COC(C(O1)([2H])[2H])([2H])[2H])[2H],[2H]C1([2H])COC([2H])([2H])C([2H])([2H])O1,C4H8O2,94.14261067,-0.3
COC[I-]N,COC[I-]N,C2H7INO-,187.988,0.1
CN(F)SI,CN(F)SI,CH3FINS,207.011,1.6
C(=S)[C-]=S,S=[C-]C=S,C2HS2-,89.164,0.8
[2H]C([2H])([2H])[13C](=O)Cl,[2H]C([2H])([2H])[13C](=O)Cl,C2H3ClO,82.50866017,0.8
C(N(CF)F)F,FCN(F)CF,C2H4F3N,99.055,1.2
C1CSNCN1,C1CSNCN1,C3H8N2S,104.178,-0.3
C(CNCl)N,NCCNCl,C2H7ClN2,94.545,-0.9
CC(C)(N)Cl,CC(C)(N)Cl,C3H8ClN,93.557,0.6
CCC[C@H](CO)N,CCC[C@@H](N)CO,C5H13NO,103.165,-0.1
CCC(CC)N,CCC(N)CC,C5H13N,87.166,1.1
CC[C](CC)O,CC[C](O)CC,C5H11O,87.142,1.2
CSSCS,CSSCS,C2H6S3,126.271,1.3
C(CF)CSN,NSCCCF,C3H8FNS,109.169,0.4
CCCC(CF)S,CCCC(S)CF,C5H11FS,122.208,2.2
CCSN(C)S,CCSN(C)S,C3H9NS2,123.246,1.6
[2H]C=CCCBr,[2H]C=CCCBr,C4H7Br,136.0101018,2.1
CCOP([O-])Cl,CCOP([O-])Cl,C2H5ClO2P-,127.487,0.6
CCCCCOCO,CCCCCOCO,C6H14O2,118.176,1.3
C[C@H](CBr)Cl,C[C@@H](Cl)CBr,C3H6BrCl,157.438,2
CONOSCO,CONOSCO,C2H7NO3S,125.149,-0.3
[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],C2H6OS,84.17261067,-0.6
C(O[C]=S)F,FCO[C]=S,C2H2FOS,93.102,1.2
C(CONO)CBr,ONOCCCBr,C3H8BrNO2,170.006,0.5
CCSC(S)SC,CCSC(S)SC,C4H10S3,154.325,2.4
C(C(N)O)SP,NC(O)CSP,C2H8NOPS,125.133,-1.1
CC(C)SOC,COSC(C)C,C4H10OS,106.19,1.3
C(CCCF)CCO,OCCCCCCF,C6H13FO,120.167,1.3
CC(CN)PO,CC(CN)PO,C3H10NOP,107.093,-1.1
CC(C)(C)N[O-],CC(C)(C)N[O-],C4H10NO-,88.13,0.2
C[C@H](C(F)F)S,C[C@@H](S)C(F)F,C3H6F2S,112.144,1.8
[2H]OCCCCC,[2H]OCCCCC,C5H12O,89.15610178,1.6
C(C[S]=O)CCl,O=[S]CCCCl,C3H6ClOS,125.6,1.4
CCCP(CC)O,CCCP(O)CC,C5H13OP,120.132,0.7
[2H]C(=C([2H])Cl)Cl,[2H]C(Cl)=C([2H])Cl,C2H2Cl2,98.95620356,1.9
C(CC=O)C[NH3+],[NH3+]CCCC=O,C4H10NO+,88.13,-0.9
CCCCNN,CCCCNN,C4H12N2,88.154,0.3
C(O)(O)(I)I,OC(O)(I)I,CH2I2O2,299.833,0.3
C(C=CCCl)Cl,ClCC=CCCl,C4H6Cl2,124.998,1.7
CN([CH])CCOC,[CH]N(C)CCOC,C5H11NO,101.149,0.1
C[C@@H](COC)CBr,COC[C@H](C)CBr,C5H11BrO,167.046,1.6
C1CCC(C1)S,SC1CCCC1,C5H10S,102.202,1.8
C1CC[13CH2]NCC1,C1CC[13CH2]NCC1,C6H13N,100.1693548,1.2
C1CC1NCl,ClNC1CC1,C3H6ClN,91.541,0.6
CC(C)CC(C)[CH2-],[CH2-]C(C)CC(C)C,C7H15-,99.197,3.4
CC[NH2+]OCC,CC[NH2+]OCC,C4H12NO+,90.146,0.6
CSP=O,CSP=O,CH3OPS,94.075,-0.2
CC(COC)[NH2+][CH2-],[CH2-][NH2+]C(C)COC,C5H13NO,103.165,0.1
CCC[CH]Br,CCC[CH]Br,C4H8Br,136.012,2.8
CC(NC)ON,CNC(C)ON,C3H10N2O,90.126,-0.6
C1=PC=P1,C1=PC=P1,C2H2P2,87.986,-1.9
CCCCC[18F],CCCCC[18F],C5H11F,89.143938,2.3
CCCCNI,CCCCNI,C4H10IN,199.035,1.4
C(CBr)SCl,ClSCCBr,C2H4BrClS,175.478,2
COC(O)F,COC(O)F,C2H5FO2,80.058,0
